decile1b,decile3,ID,decile1,sex,race,cluster,lsat,ugpa,zfygpa,DOB_yr,zgpa,fulltime,fam_inc,age,parttime,male,other,asian,black,hisp,tier,index6040,gpa,gender_male,race1_black,race1_hisp,race1_other,race1_white,race2_b white,race2_c other,indxgrp_b 400-460,indxgrp_c 460-520,indxgrp_d 520-580,indxgrp_e 580-640,indxgrp_f 640-700,indxgrp_g 700+,indxgrp2_b 400-460,indxgrp2_c 460-520,indxgrp2_d 520-580,indxgrp2_e 580-640,indxgrp2_f 640-700,indxgrp2_g 700-760,indxgrp2_h 760-820,indxgrp2_i 820+
-1.0,-0.8,0.7676038268391921,-1.0,0.0,0.0,0.3333333333333333,-0.2857142857142857,0.40000000000000036,-1.1062992125984252,-4.0,-0.9020332717190388,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.06854836340237941,0.40000000000000036,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.4,0.0,-0.025622227924196328,0.4,-1.0,0.0,-0.6666666666666666,0.7142857142857143,0.20000000000000018,0.5236220472440946,0.25,0.133086876155268,0.0,0.0,-0.25,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.7016129184866039,0.20000000000000018,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6,0.2,-0.07188152926945493,0.6,-1.0,0.0,0.0,0.2857142857142857,-0.1999999999999993,0.6574803149606299,-0.25,0.17744916820702403,0.0,-1.0,0.25,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.18548388301573984,-0.1999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.8,-0.4,0.7137201715479637,-0.6,0.0,0.0,0.3333333333333333,0.8571428571428571,0.20000000000000018,-0.6889763779527559,-0.25,-0.3844731977818854,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8225806596188875,0.20000000000000018,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.6,-0.6,0.25142040247791503,-0.6,0.0,-4.0,0.3333333333333333,-0.7142857142857143,-0.1999999999999993,-0.5,-1.5,-0.5249537892791128,0.0,-3.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.6612903049102484,-0.1999999999999993,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.2,0.6,-0.8574099189912393,0.2,0.0,0.0,-0.6666666666666666,1.1428571428571428,0.20000000000000018,0.3503937007874016,0.25,0.9094269870609981,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0645161418834563,0.20000000000000018,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.2,0.2,0.22693449653605074,0.0,-1.0,0.0,0.0,-0.5714285714285714,-0.1999999999999993,-0.05905511811023623,-0.25,0.1922365988909427,0.0,0.0,0.25,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-0.540322563777965,-0.1999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.8,-0.8,-0.16418019867306916,-0.8,0.0,0.0,-0.6666666666666666,0.7142857142857143,-0.39999999999999947,-0.9094488188976378,-2.25,-0.8724584103512014,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47177420037558637,-0.39999999999999947,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.2,0.0,-0.5942963967596496,0.4,0.0,0.0,0.0,1.2857142857142858,-1.0,0.34251968503937014,0.25,0.11090573012939,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.7258064467937048,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.2,0.4,-0.060591620541769,0.2,-1.0,0.0,0.0,-0.7857142857142857,-0.7999999999999998,0.17716535433070865,-4.5,0.5619223659889094,0.0,-1.0,3.25,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-0.9516128935874082,-0.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.2,0.0,-0.5682709578094645,0.2,0.0,0.0,0.0,0.2857142857142857,-0.1999999999999993,0.19291338582677162,0.25,0.022181146025878003,0.0,-1.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.18548388301573984,-0.1999999999999993,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.2,0.6,0.8104908177852718,0.2,0.0,0.0,-0.6666666666666666,1.0,0.6000000000000005,0.2952755905511811,0.5,0.6284658040665434,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0967742128251836,0.6000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6,0.8,-0.6703933140280781,0.6,-1.0,0.0,0.3333333333333333,-0.5,0.8000000000000007,0.8149606299212597,0.0,1.1534195933456561,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,-0.09677416302679347,0.8000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.2,0.3175470107400755,0.0,0.0,0.0,0.0,0.8571428571428571,-1.3999999999999995,0.07480314960629922,-1.25,-0.22181146025878007,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.20967741132284068,-1.3999999999999995,-1.0,0.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,-0.2,-0.4674682013122686,0.2,-1.0,0.0,-0.6666666666666666,0.14285714285714285,-0.5999999999999996,0.16929133858267717,0.25,-0.15526802218114602,0.0,0.0,-0.25,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-0.08870967019055627,-0.5999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.8,-1.0,0.8341703016751585,-0.8,0.0,0.0,-0.6666666666666666,0.42857142857142855,0.6000000000000005,-0.81496062992126,0.25,-1.0203327171903882,0.0,-1.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6129032482960468,0.6000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.2,-0.4,0.9347531248854514,-0.2,0.0,0.0,0.0,-0.42857142857142855,-1.0,-0.17716535433070865,0.0,-0.266173752310536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.7258064467937039,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.2,0.4,0.4175433451852938,0.2,0.0,-5.0,0.0,-1.0,1.2000000000000002,0.3110236220472441,0.5,0.44362292051756,0.0,-1.0,-1.75,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-0.36693544491577634,1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0,-1.0,0.6577104944833401,-0.8,0.0,0.0,-0.6666666666666666,0.0,0.0,-0.9881889763779527,0.25,-1.4417744916820703,0.0,-1.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02016130678817773,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8,0.8,-0.5999413511234926,0.8,0.0,0.0,0.3333333333333333,1.5714285714285714,0.8000000000000007,1.3503937007874016,0.0,1.1534195933456561,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6572580833913253,0.8000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.8,-0.6,0.26402991092701883,-0.8,0.0,0.0,-0.6666666666666666,0.7142857142857143,0.8000000000000007,-0.9094488188976378,-0.5,-0.44362292051756,0.0,-1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9314516365976214,0.8000000000000007,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,-0.6,-0.11249587625087057,0.2,-1.0,0.0,-0.6666666666666666,-0.42857142857142855,0.0,0.15354330708661415,0.25,-0.5027726432532348,0.0,0.0,-0.25,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-0.34274191660867465,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6,0.8,0.5981818848282687,0.6,-1.0,0.0,0.0,-0.14285714285714285,-0.1999999999999993,0.8543307086614172,0.0,0.9611829944547134,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-0.17741934038111254,-0.1999999999999993,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.6,-0.6,0.3310362523367912,-0.6,0.0,0.0,0.0,-0.21428571428571427,-1.7999999999999998,-0.5787401574803149,-0.25,-0.5841035120147875,0.0,-2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.8508064592433016,-1.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.4,-0.6,0.9496352772992193,-0.4,-1.0,0.0,0.0,-0.2857142857142857,-0.39999999999999947,-0.3031496062992126,-2.5,-0.4805914972273567,0.0,0.0,1.25,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-0.3749999875504028,-0.39999999999999947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.2,0.0,0.17832924013049375,0.4,-1.0,0.0,-0.6666666666666666,0.2857142857142857,-0.1999999999999993,0.38188976377952755,0.0,0.07393715341959335,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.18548388301573984,-0.1999999999999993,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6,-0.4,-0.3450386716029471,-0.4,-1.0,-4.0,0.0,-1.7142857142857142,0.0,-0.42125984251968507,0.25,-0.42883548983364145,0.0,0.0,-0.25,0.0,-1.0,0.0,0.0,1.0,0.0,-1.0,-1.431451586799232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.8,0.8,0.6964920640738976,0.8,-1.0,0.0,0.0,0.5714285714285714,0.20000000000000018,1.437007874015748,-0.25,1.3456561922365988,0.0,0.0,0.25,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.5806451773543195,0.20000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.0,-1.0,0.9120266852388109,-1.0,-1.0,-4.0,0.0,-2.7142857142857144,0.20000000000000018,-1.2559055118110236,0.25,-1.0942698706099814,0.0,-1.0,-0.25,0.0,-1.0,0.0,0.0,1.0,0.0,-1.0,-2.201612868688214,0.20000000000000018,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.4,0.6,-0.09240863604706573,0.4,0.0,0.0,-0.3333333333333333,-0.42857142857142855,0.40000000000000036,0.531496062992126,0.0,0.8280961182994454,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0,-0.18951610453466294,0.40000000000000036,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.2,0.36424617865914005,0.0,0.0,0.0,-0.6666666666666666,1.1428571428571428,-0.1999999999999993,0.06692913385826771,0.0,0.2292051756007394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9112903298094446,-0.1999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.4,0.6,-0.448114072064807,0.4,0.0,0.0,-0.6666666666666666,0.42857142857142855,0.40000000000000036,0.5236220472440946,-0.25,0.6654343807763401,0.0,-1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5362903422590409,0.40000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0,-1.0,0.7097613723837103,-1.0,-1.0,-4.0,0.0,-1.1428571428571428,-1.0,-1.5708661417322833,-0.25,-1.1238447319778189,0.0,-1.0,0.25,0.0,-1.0,0.0,0.0,1.0,0.0,-1.0,-1.3306451524551242,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.8,-1.0,-0.6343975660716249,-0.8,-1.0,0.0,0.0,-0.5,-0.7999999999999998,-0.9015748031496063,0.0,-1.1164510166358594,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-0.7096774113228402,-0.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.2,0.4,-0.7197316813899783,-0.2,-1.0,0.0,0.3333333333333333,0.8571428571428571,0.0,-0.07480314960629922,-2.25,0.5914972273567467,0.0,0.0,2.25,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.7459677535818816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.6,-0.6,-0.9950148454968659,-0.6,-1.0,0.0,0.0,-0.14285714285714285,-0.1999999999999993,-0.610236220472441,0.25,-0.6284658040665434,0.0,0.0,-0.25,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-0.17741934038111254,-0.1999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.2,-0.13390271617609326,0.0,0.0,0.0,0.0,0.2857142857142857,-1.7999999999999998,0.04330708661417322,0.0,-0.17744916820702403,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.42741936528030694,-1.7999999999999998,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.6,-0.6,0.8827022469850812,-0.6,-1.0,1.0,0.0,-0.5714285714285714,0.0,-0.5236220472440946,0.25,-0.5767097966728281,0.0,-1.0,-0.5,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-0.46370965774095907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.4,-0.2,0.765771049448334,0.4,-1.0,0.0,0.0,-0.5714285714285714,-0.39999999999999947,0.39763779527559057,-0.25,-0.1922365988909427,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-0.6169354698149707,-0.39999999999999947,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.4,-0.6,0.45808438107107513,-0.4,-1.0,0.0,0.0,-0.9285714285714286,0.40000000000000036,-0.2795275590551181,0.25,-0.5545286506469501,0.0,-1.0,-0.25,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-0.6129031984976575,0.40000000000000036,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.2,-1.0,-0.9640042520435468,-0.2,0.0,0.0,-0.3333333333333333,-0.14285714285714285,0.8000000000000007,-0.21653543307086615,0.25,-1.131238447319778,0.0,-1.0,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.2056451898039167,0.8000000000000007,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.0,-1.0,-0.09995967889740112,-1.0,0.0,0.0,0.0,-0.8142857142857142,-0.5999999999999996,-1.7598425196850394,-0.5,-1.6561922365988908,0.0,-1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.8991935357768598,-0.5999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6,-0.4,-0.23367911733440858,-0.4,0.0,0.0,0.6666666666666666,0.14285714285714285,-0.39999999999999947,-0.4606299212598425,0.25,-0.36968576709796674,0.0,1.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.01209676415355042,-0.39999999999999947,0.0,0.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,-0.2,0.617902569553902,0.0,0.0,-5.0,-0.6666666666666666,0.2857142857142857,-0.7999999999999998,0.07480314960629922,-0.5,-0.1478743068391867,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0443548350952777,-0.7999999999999998,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.4,-0.2,0.3640262453722371,0.4,0.0,0.0,-0.3333333333333333,-0.5714285714285714,-0.7999999999999998,0.5,0.25,-0.1478743068391867,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-0.7701612818889825,-0.7999999999999998,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.8,0.8,0.9587991642535098,0.8,0.0,0.0,0.0,0.7142857142857143,0.20000000000000018,1.5236220472440944,-0.25,1.8853974121996304,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.7016129184866039,0.20000000000000018,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6,0.4,-0.5860855540486053,0.6,0.0,0.0,0.3333333333333333,0.07142857142857142,-0.1999999999999993,0.7283464566929134,0.25,0.4510166358595194,0.0,-1.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.004032271317313218,-0.1999999999999993,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.8,-0.6,0.8703859829185148,-0.6,0.0,0.0,0.0,0.8571428571428571,-0.1999999999999993,-0.7047244094488189,0.5,-0.5914972273567468,0.0,-2.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.6693548475448757,-0.1999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.6,0.22576151900590155,0.0,-1.0,0.0,0.0,0.2857142857142857,0.6000000000000005,0.019685039370078736,0.25,0.6284658040665434,0.0,0.0,-0.25,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.4919355071637632,0.6000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
