losses,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13,theta_14,theta_15,theta_16,theta_17,theta_18,theta_19,theta_20,theta_21,theta_22,theta_23,theta_24,theta_25,theta_26,theta_27,theta_28,theta_29,theta_30
0.006681577768176794,0.0012546936,-0.0033826744,-0.0019328627,-0.0034396662,-0.0032817698,-0.0016538927,-0.0027475823,-0.003213766,-0.0035924944,-0.0015224637,7.820691e-05,-0.0026170993,4.3037966e-05,-0.0025628465,-0.0025265433,0.0003179725,-0.0013335405,-0.0011527212,-0.0018745216,4.1894087e-05,-0.00033870596,-0.003600182,-0.0021308435,-0.003627895,-0.0033984496,-0.0019579697,-0.0027318061,-0.003050543,-0.0036770613,-0.0019346233,-0.0014947583
0.007339628878980875,0.0013811749,-0.0037137014,-0.0021230062,-0.0037761142,-0.0036025508,-0.0018149228,-0.0030146516,-0.0035268564,-0.0039433967,-0.0016704788,8.790592e-05,-0.0028720344,4.7742862e-05,-0.002812108,-0.0027722851,0.0003498916,-0.0014614032,-0.0012630126,-0.0020561933,4.7263162e-05,-0.00036938227,-0.0039527556,-0.0023408758,-0.003982937,-0.0037308214,-0.0021501402,-0.0029984144,-0.0033484334,-0.0040368987,-0.0021245736,-0.0016403911
0.007995887659490108,0.0015078404,-0.0040434487,-0.0023125974,-0.004111234,-0.0039220247,-0.0019751843,-0.003280365,-0.0038384863,-0.00429283,-0.0018177484,9.793656e-05,-0.0031257756,5.2517375e-05,-0.0030601313,-0.0030168095,0.00038182994,-0.0015882964,-0.0013724247,-0.0022368464,5.2839023e-05,-0.00039949457,-0.004304018,-0.0025503715,-0.004336614,-0.004061873,-0.0023416732,-0.0032638637,-0.0036450606,-0.004395351,-0.0023139077,-0.0017853468
0.008650366216897964,0.0016346895,-0.004371932,-0.0025016405,-0.0044450406,-0.0042402064,-0.002134685,-0.0035447315,-0.004148665,-0.0046408046,-0.0019642774,0.00010829641,-0.0033783345,5.7360594e-05,-0.0033069276,-0.003260125,0.00041378662,-0.0017142274,-0.0014809633,-0.0024164882,5.8619575e-05,-0.00042904704,-0.004653979,-0.0027593346,-0.004688937,-0.00439162,-0.0025325743,-0.0035281628,-0.0039404333,-0.0047524273,-0.0025026295,-0.0019296306
0.009303075261414051,0.0017617226,-0.0046991576,-0.0026901402,-0.0047775423,-0.004557105,-0.0022934298,-0.0038077626,-0.0044574076,-0.00498733,-0.0021100738,0.00011898294,-0.003629719,6.227166e-05,-0.0035525071,-0.003502243,0.00044576087,-0.0018392035,-0.0015886358,-0.0025951266,6.460294e-05,-0.0004580437,-0.0050026486,-0.0029677707,-0.005039916,-0.0047200695,-0.0027228487,-0.003791321,-0.0042345645,-0.005108139,-0.0026907441,-0.002073247
0.009954025968909264,0.001888939,-0.0050251354,-0.0028781001,-0.0051087476,-0.004872729,-0.002451425,-0.004069466,-0.0047647236,-0.0053324206,-0.0022551422,0.00012999389,-0.0038799397,6.7249755e-05,-0.0037968783,-0.0037431726,0.00047775195,-0.0019632312,-0.0016954478,-0.002772769,7.078702e-05,-0.00048648857,-0.0053500375,-0.0031756833,-0.005389561,-0.005047232,-0.0029125013,-0.004053345,-0.0045274617,-0.005462497,-0.0028782566,-0.0022162027
0.010603227652609348,0.0020163376,-0.005349877,-0.003065526,-0.0054386696,-0.0051870905,-0.002608677,-0.0043298565,-0.005070625,-0.005676086,-0.0023994888,0.00014132679,-0.0041290056,7.2293944e-05,-0.004040052,-0.003982923,0.00050975883,-0.0020863195,-0.0018014067,-0.0029494236,7.716981e-05,-0.0005143863,-0.0056961547,-0.0033830772,-0.005737883,-0.0053731184,-0.0031015384,-0.0043142475,-0.004819135,-0.0058155125,-0.0030651726,-0.002358503
0.011250695213675499,0.0021439204,-0.0056733917,-0.003252422,-0.0057673175,-0.0055001993,-0.0027651917,-0.004588943,-0.005375124,-0.00601834,-0.0025431202,0.00015297937,-0.00437693,7.740343e-05,-0.0042820405,-0.0042215083,0.0005417813,-0.0022084746,-0.0019065182,-0.003125098,8.37494e-05,-0.0005417402,-0.0060410127,-0.003589958,-0.006084894,-0.0056977402,-0.0032899645,-0.0045740353,-0.005109596,-0.0061671957,-0.0032514972,-0.002500152
0.011896433308720589,0.0022716857,-0.005995691,-0.0034387927,-0.0060947025,-0.0058120657,-0.0029209754,-0.004846735,-0.005678231,-0.006359193,-0.0026860414,0.00016494909,-0.0046237204,8.257726e-05,-0.0045228535,-0.004458937,0.0005738181,-0.002329704,-0.0020107883,-0.0032998007,9.05237e-05,-0.00056855485,-0.0063846214,-0.0037963286,-0.006430604,-0.0060211075,-0.0034777862,-0.0048327185,-0.0053988528,-0.0065175584,-0.0034372348,-0.0026411554
0.012540457770228386,0.0023996332,-0.006316782,-0.003624643,-0.006420834,-0.006122701,-0.0030760341,-0.0051032426,-0.005979957,-0.006698657,-0.0028282586,0.00017723374,-0.0048693884,8.781468e-05,-0.0047625005,-0.004695218,0.00060586864,-0.0024500145,-0.0021142252,-0.0034735384,9.7490665e-05,-0.000594834,-0.0067269895,-0.004002192,-0.0067750243,-0.0063432306,-0.0036650072,-0.0050903047,-0.0056869145,-0.0068666106,-0.0036223908,-0.0027815187
0.013182774186134338,0.0025277622,-0.006636678,-0.0038099766,-0.0067457235,-0.006432114,-0.0032303738,-0.005358477,-0.006280316,-0.0070367428,-0.002969778,0.00018983088,-0.0051139425,9.311455e-05,-0.0050009917,-0.004930363,0.00063793187,-0.0025694142,-0.0022168343,-0.0036463193,0.000104648294,-0.0006205819,-0.00706813,-0.004207557,-0.0071181646,-0.006664119,-0.0038516335,-0.005346803,-0.0059737926,-0.0072143637,-0.0038069705,-0.0029212465
0.01382339745759964,0.0026560733,-0.006955387,-0.0039947974,-0.007069382,-0.0067403167,-0.003384001,-0.005612449,-0.006579318,-0.0073734643,-0.0031106053,0.00020273824,-0.005357395,9.847619e-05,-0.0052383384,-0.005164383,0.0006700072,-0.0026879094,-0.0023186223,-0.003818152,0.00011199452,-0.0006458026,-0.0074080527,-0.0044124275,-0.007460038,-0.006983786,-0.0040376694,-0.005602224,-0.0062594973,-0.0075608287,-0.003990978,-0.0030603441
0.014462334103882313,0.0027845656,-0.0072729206,-0.0041791126,-0.007391818,-0.007047319,-0.003536922,-0.005865168,-0.006876974,-0.0077088326,-0.0032507468,0.00021595346,-0.005599754,0.000103898805,-0.0054745516,-0.005397288,0.00070209376,-0.0028055077,-0.0024195951,-0.003989041,0.00011952729,-0.00067049987,-0.007746767,-0.0046168044,-0.0078006536,-0.0073022395,-0.0042231223,-0.005856573,-0.006544035,-0.007906013,-0.0041744206,-0.0031988162
0.015099597163498402,0.0029132385,-0.0075892876,-0.004362926,-0.007713044,-0.0073531317,-0.003689142,-0.0061166435,-0.007173297,-0.008042855,-0.0033902074,0.00022947438,-0.00584103,0.00010938132,-0.0057096407,-0.0056290887,0.0007341908,-0.0029222164,-0.0025197598,-0.004158999,0.00012724489,-0.0006946778,-0.00808428,-0.004820696,-0.008140019,-0.0076194913,-0.0044079972,-0.006109862,-0.0068274196,-0.008249935,-0.0043573016,-0.003336669
0.015735194087028503,0.0030420916,-0.007904496,-0.004546241,-0.008033065,-0.0076577645,-0.0038406677,-0.006366888,-0.007468298,-0.00837555,-0.003528994,0.0002432986,-0.0060812347,0.00011492297,-0.005943616,-0.005859795,0.00076629734,-0.0030380422,-0.0026191222,-0.004328031,0.00013514483,-0.0007183404,-0.008420611,-0.0050241034,-0.008478152,-0.007935548,-0.004592298,-0.0063620983,-0.007109659,-0.0085926,-0.0045396267,-0.0034739063
0.016369137912988663,0.0031711245,-0.00821856,-0.0047290633,-0.008351902,-0.007961226,-0.0039915033,-0.00661591,-0.007761988,-0.008706925,-0.0036671124,0.0002574238,-0.006320377,0.00012052279,-0.0061764875,-0.0060894163,0.0007984127,-0.0031529926,-0.002717689,-0.004496144,0.00014322536,-0.0007414913,-0.008755766,-0.005227033,-0.008815061,-0.00825043,-0.004776031,-0.006613292,-0.007390761,-0.008934021,-0.0047214003,-0.0036105332
0.017001433297991753,0.0033003367,-0.00853149,-0.0049113967,-0.008669557,-0.008263532,-0.0041416585,-0.0068637207,-0.008054376,-0.0090369955,-0.0038045675,0.00027184805,-0.0065584667,0.00012617999,-0.006408268,-0.0063179666,0.00083053636,-0.003267075,-0.002815466,-0.0046633473,0.00015148456,-0.0007641346,-0.009089753,-0.0054294895,-0.0091507565,-0.00856414,-0.0049591996,-0.006863449,-0.007670738,-0.009274207,-0.0049026283,-0.0037465552
0.017632093280553818,0.003429728,-0.008843295,-0.005093245,-0.008986045,-0.00856469,-0.004291137,-0.0071103293,-0.008345477,-0.009365769,-0.003941364,0.00028656877,-0.0067955153,0.00013189363,-0.0066389665,-0.0065454533,0.000862667,-0.0033802954,-0.00291246,-0.004829647,0.00015992014,-0.0007862743,-0.009422587,-0.0056314757,-0.009485247,-0.008876691,-0.0051418114,-0.0071125804,-0.007949595,-0.009613169,-0.005083314,-0.0038819774
0.018261125311255455,0.003559297,-0.009153983,-0.0052746134,-0.009301374,-0.00886471,-0.0044399453,-0.007355747,-0.008635303,-0.0096932575,-0.004077511,0.00030158402,-0.007031531,0.00013766286,-0.0068685915,-0.0067718877,0.000894804,-0.0034926618,-0.0030086765,-0.00499505,0.00016853027,-0.0008079137,-0.009754272,-0.005832997,-0.0098185465,-0.009188092,-0.005323869,-0.007360694,-0.008227348,-0.009950917,-0.0052634636,-0.0040168017
0.018888546153903008,0.0036890442,-0.009463567,-0.005455507,-0.009615554,-0.009163603,-0.004588089,-0.0075999834,-0.008923866,-0.010019474,-0.0042130128,0.0003168915,-0.0072665266,0.00014348683,-0.0070971567,-0.0069972817,0.0009269469,-0.0036041806,-0.0031041224,-0.005159566,0.00017731295,-0.0008290573,-0.010084825,-0.0060340585,-0.010150664,-0.009498356,-0.0055053807,-0.007607799,-0.008504005,-0.010287464,-0.005443082,-0.004151038
0.019514355808496475,0.0038189683,-0.009772053,-0.00563593,-0.009928595,-0.009461381,-0.0047355737,-0.007843045,-0.009211172,-0.010344431,-0.004347875,0.00033248911,-0.0075005097,0.0001493647,-0.0073246704,-0.007221644,0.0009590944,-0.003714859,-0.0031988034,-0.0053232014,0.00018626616,-0.0008497082,-0.010414252,-0.0062346626,-0.010481609,-0.009807492,-0.0056863483,-0.007853899,-0.008779572,-0.010622818,-0.0056221727,-0.0042846883
0.020138565450906754,0.003949067,-0.010079453,-0.005815886,-0.01024051,-0.00975805,-0.004882406,-0.008084948,-0.009497236,-0.010668134,-0.0044821026,0.00034837454,-0.007733492,0.00015529555,-0.007551144,-0.007444986,0.0009912455,-0.0038247039,-0.0032927264,-0.005485963,0.00019538794,-0.00086987065,-0.010742564,-0.0064348145,-0.010811394,-0.01011551,-0.005866778,-0.00809901,-0.009054061,-0.010956991,-0.005800741,-0.0044177584
0.020761191844940186,0.0040793438,-0.010385778,-0.0059953798,-0.010551306,-0.010053624,-0.0050285915,-0.008325701,-0.00978207,-0.010990603,-0.0046157017,0.0003645458,-0.007965479,0.00016127854,-0.0077765873,-0.007667318,0.0010234006,-0.0039337208,-0.0033858968,-0.0056478586,0.00020467618,-0.0008895481,-0.011069773,-0.0066345194,-0.01114003,-0.01042242,-0.006046675,-0.008343138,-0.009327481,-0.011289993,-0.005978794,-0.004550251
0.021382229402661324,0.004209796,-0.010691036,-0.006174416,-0.010860995,-0.010348111,-0.005174136,-0.00856531,-0.010065682,-0.011311842,-0.0047486788,0.00038100051,-0.008196488,0.00016731268,-0.008001006,-0.007888647,0.0010555576,-0.0040419195,-0.0034783203,-0.0058088945,0.00021412902,-0.00090874435,-0.011395885,-0.0068337787,-0.011467524,-0.010728233,-0.006226044,-0.00858629,-0.009599838,-0.011621833,-0.006156332,-0.004682173
0.022001702338457108,0.0043404233,-0.010995237,-0.0063529983,-0.011169588,-0.010641525,-0.005319045,-0.00880379,-0.010348085,-0.011631867,-0.0048810374,0.00039773702,-0.008426527,0.00017339754,-0.00822442,-0.008108988,0.0010877168,-0.004149305,-0.003570004,-0.00596908,0.00022374469,-0.00092746306,-0.011720914,-0.0070326007,-0.011793893,-0.011032961,-0.0064048907,-0.008828476,-0.009871149,-0.011952523,-0.006333364,-0.004813529
0.022619610652327538,0.004471223,-0.01129839,-0.0065311315,-0.011477091,-0.010933869,-0.0054633236,-0.009041145,-0.010629289,-0.011950685,-0.005012785,0.0004147528,-0.008655602,0.00017953184,-0.008446833,-0.008328352,0.0011198766,-0.0042558834,-0.0036609531,-0.00612842,0.00023352083,-0.00094570755,-0.012044869,-0.007230986,-0.012119138,-0.01133661,-0.0065832185,-0.009069702,-0.010141414,-0.012282072,-0.006509892,-0.0049443212
0.02323596552014351,0.0046021976,-0.0116005065,-0.0067088204,-0.011783518,-0.011225158,-0.005606978,-0.00927739,-0.010909306,-0.012268309,-0.0051439265,0.00043204613,-0.008883726,0.00018571479,-0.008668257,-0.008546747,0.0011520366,-0.004361663,-0.0037511731,-0.006286924,0.00024345581,-0.00096348184,-0.012367759,-0.0074289404,-0.012443278,-0.011639195,-0.006761033,-0.009309977,-0.010410648,-0.012610491,-0.006685921,-0.005074557
0.023850776255130768,0.0047333455,-0.011901595,-0.0068860683,-0.012088876,-0.011515403,-0.0057500154,-0.009512532,-0.011188144,-0.01258475,-0.0052744662,0.00044961474,-0.009110907,0.00019194566,-0.008888701,-0.008764183,0.0011841959,-0.004466649,-0.0038406707,-0.0064445958,0.0002535475,-0.0009807895,-0.012689594,-0.007626468,-0.012766318,-0.011940721,-0.006938339,-0.00954931,-0.010678858,-0.012937788,-0.0068614567,-0.005204239
0.024464048445224762,0.0048646647,-0.012201667,-0.0070628794,-0.01239318,-0.011804612,-0.0058924397,-0.009746581,-0.01146582,-0.012900021,-0.005404412,0.00046745685,-0.009337157,0.00019822379,-0.009108176,-0.008980671,0.0012163538,-0.0045708492,-0.003929451,-0.0066014463,0.00026379433,-0.0009976336,-0.013010386,-0.007823569,-0.013088272,-0.012241203,-0.0071151424,-0.0097877085,-0.010946052,-0.013263977,-0.0070365034,-0.0053333733
0.025075798854231834,0.0049961563,-0.012500729,-0.007239259,-0.012696435,-0.012092795,-0.006034257,-0.009979544,-0.011742339,-0.013214131,-0.005533767,0.0004855701,-0.009562485,0.0002045483,-0.009326691,-0.009196222,0.0012485099,-0.004674269,-0.0040175207,-0.00675748,0.00027419403,-0.001014018,-0.013330143,-0.008020256,-0.013409147,-0.012540651,-0.0072914474,-0.010025181,-0.011212241,-0.013589065,-0.007211065,-0.005461963
0.025686023756861687,0.0051278183,-0.01279879,-0.00741521,-0.012998652,-0.01237996,-0.0061754724,-0.010211436,-0.012017712,-0.013527088,-0.005662537,0.0005039525,-0.009786898,0.00021091796,-0.009544257,-0.009410843,0.0012806626,-0.0047769155,-0.0041048853,-0.006912703,0.00028474495,-0.0010299459,-0.013648873,-0.008216526,-0.013728954,-0.012839069,-0.007467257,-0.010261735,-0.011477433,-0.013913061,-0.007385145,-0.005590013
0.026294736191630363,0.00525965,-0.013095863,-0.007590737,-0.01329984,-0.012666121,-0.006316092,-0.010442261,-0.012291953,-0.013838908,-0.005790729,0.00052260247,-0.010010408,0.0002173325,-0.009760883,-0.009624545,0.0013128116,-0.004878795,-0.0041915504,-0.0070671244,0.00029544503,-0.0010454208,-0.013966586,-0.008412385,-0.014047703,-0.013136472,-0.0076425774,-0.010497378,-0.011741634,-0.014235977,-0.007558751,-0.005717528
0.026901952922344208,0.0053916527,-0.013391957,-0.007765846,-0.01360001,-0.0129512865,-0.006456122,-0.010672033,-0.012565071,-0.014149599,-0.005918347,0.000541518,-0.010233026,0.00022379085,-0.00997658,-0.009837341,0.0013449569,-0.004979914,-0.0042775217,-0.0072207507,0.00030629276,-0.001060446,-0.014283298,-0.00860784,-0.014365407,-0.01343287,-0.00781741,-0.010732118,-0.01200486,-0.014557824,-0.0077318847,-0.005844512
0.02750767394900322,0.005523823,-0.013687076,-0.0079405345,-0.01389917,-0.013235463,-0.006595566,-0.010900756,-0.012837075,-0.014459171,-0.0060453955,0.0005606968,-0.010454758,0.00023029227,-0.010191355,-0.010049237,0.0013770964,-0.005080279,-0.004362804,-0.0073735863,0.00031728556,-0.0010750253,-0.01459901,-0.008802891,-0.014682071,-0.01372827,-0.007991766,-0.010965965,-0.012267113,-0.014878606,-0.007904548,-0.00597097
0.028111904859542847,0.0056561623,-0.013981234,-0.008114815,-0.014197333,-0.013518663,-0.006734429,-0.011128443,-0.013107976,-0.014767636,-0.0061718803,0.00058013725,-0.010675615,0.00023683574,-0.01040522,-0.010260245,0.00140923,-0.005179896,-0.0044474024,-0.0075256405,0.00032842232,-0.001089162,-0.014913736,-0.008997543,-0.014997708,-0.014022684,-0.008165646,-0.011198923,-0.012528403,-0.015198339,-0.0080767535,-0.006096906
0.028714653104543686,0.005788668,-0.014274437,-0.008288687,-0.014494503,-0.013800895,-0.006872719,-0.011355102,-0.013377784,-0.015075,-0.0062978063,0.00059983705,-0.010895606,0.00024342074,-0.010618184,-0.010470374,0.0014413573,-0.005278771,-0.004531324,-0.007676918,0.00033970072,-0.0011028589,-0.015227483,-0.009191798,-0.015312325,-0.014316117,-0.008339053,-0.011431001,-0.012788737,-0.015517028,-0.008248499,-0.0062223235
0.029315931722521782,0.0059213415,-0.014566699,-0.008462157,-0.014790695,-0.014082169,-0.0070104403,-0.011580743,-0.013646511,-0.015381281,-0.006423181,0.00061979506,-0.011114741,0.0002500467,-0.010830257,-0.010679634,0.0014734776,-0.005376911,-0.004614574,-0.007827424,0.00035111955,-0.0011161196,-0.015540265,-0.009385666,-0.015625928,-0.014608588,-0.008511997,-0.011662209,-0.013048129,-0.015834678,-0.008419791,-0.006347228
0.02991575375199318,0.0060541816,-0.014858024,-0.0086352285,-0.015085914,-0.014362495,-0.007147596,-0.011805372,-0.013914166,-0.015686477,-0.0065480056,0.0006400086,-0.011333028,0.0002567125,-0.0110414475,-0.010888035,0.0015055893,-0.0054743197,-0.0046971566,-0.007977171,0.00036267634,-0.0011289474,-0.015852079,-0.009579144,-0.015938539,-0.014900097,-0.008684477,-0.0118925525,-0.013306582,-0.01615131,-0.008590634,-0.0064716227
0.03051411733031273,0.0061871866,-0.015148422,-0.008807901,-0.015380171,-0.014641881,-0.007284194,-0.0120290015,-0.014180757,-0.015990613,-0.0066722874,0.0006604763,-0.011550477,0.0002634173,-0.011251764,-0.011095585,0.0015376925,-0.005571006,-0.004779078,-0.00812616,0.00037436959,-0.0011413454,-0.016162947,-0.009772239,-0.01625016,-0.015190655,-0.0088565,-0.012122039,-0.013564106,-0.016466927,-0.00876103,-0.006595512
0.03111102804541588,0.0063203564,-0.015437905,-0.008980185,-0.015673468,-0.014920337,-0.007420239,-0.012251639,-0.014446298,-0.016293693,-0.0067960303,0.0006811963,-0.011767095,0.00027016073,-0.011461219,-0.011302294,0.0015697863,-0.005666975,-0.0048603443,-0.008274401,0.00038619793,-0.0011533163,-0.016472876,-0.009964956,-0.0165608,-0.015480277,-0.009028068,-0.012350675,-0.0138207115,-0.016781542,-0.008930987,-0.0067189
0.03170650824904442,0.006453691,-0.01572647,-0.009152079,-0.01596583,-0.015197871,-0.0075557344,-0.012473293,-0.014710796,-0.016595725,-0.0069192415,0.0007021665,-0.011982894,0.00027694186,-0.011669818,-0.011508174,0.0016018702,-0.0057622325,-0.0049409596,-0.008421897,0.00039815888,-0.0011648643,-0.016781874,-0.010157295,-0.016870473,-0.01576896,-0.009199189,-0.012578469,-0.014076402,-0.01709516,-0.009100506,-0.006841791
0.03230055049061775,0.0065871887,-0.01601414,-0.0093235895,-0.016257256,-0.015474493,-0.0076906877,-0.0126939695,-0.014974261,-0.016896725,-0.0070419232,0.0007233855,-0.012197881,0.0002837598,-0.011877572,-0.011713231,0.0016339431,-0.005856785,-0.0050209295,-0.008568656,0.0004102512,-0.0011759917,-0.01708995,-0.0103492625,-0.017179184,-0.016056731,-0.009369865,-0.01280543,-0.014331188,-0.01740779,-0.009269591,-0.006964189
0.032893162220716476,0.0067208493,-0.01630092,-0.00949472,-0.016547754,-0.015750205,-0.007825099,-0.012913682,-0.015236702,-0.017196693,-0.0071640816,0.0007448513,-0.012412066,0.0002906139,-0.012084492,-0.011917474,0.0016660045,-0.005950636,-0.0051002586,-0.008714683,0.0004224731,-0.0011867017,-0.01739711,-0.010540862,-0.017486941,-0.016343588,-0.0095401,-0.013031563,-0.01458508,-0.017719444,-0.009438248,-0.0070860973
0.033484362065792084,0.006854671,-0.016586818,-0.009665474,-0.016837336,-0.016025031,-0.00795898,-0.013132436,-0.015498133,-0.017495647,-0.0072857216,0.00076656183,-0.012625456,0.0002975035,-0.012290582,-0.012120914,0.0016980537,-0.0060437955,-0.0051789535,-0.008859986,0.0004348226,-0.0011969977,-0.017703366,-0.010732096,-0.017793752,-0.016629543,-0.009709898,-0.013256877,-0.014838081,-0.018030126,-0.009606481,-0.0072075212
0.034074150025844574,0.0069886553,-0.016871843,-0.009835857,-0.017126013,-0.016298972,-0.008092333,-0.013350242,-0.015758552,-0.017793596,-0.0074068476,0.00078851596,-0.012838062,0.0003044278,-0.012495855,-0.01232356,0.0017300905,-0.0061362665,-0.005257018,-0.00900457,0.00044729846,-0.0012068823,-0.018008728,-0.01092297,-0.018099636,-0.016914602,-0.009879267,-0.013481377,-0.015090203,-0.01833985,-0.009774292,-0.0073284637
0.034662533551454544,0.0071228007,-0.017156001,-0.010005869,-0.017413784,-0.016572036,-0.008225162,-0.013567105,-0.016017983,-0.018090542,-0.007527464,0.0008107114,-0.013049889,0.00031138666,-0.012700319,-0.012525419,0.0017621135,-0.0062280544,-0.0053344565,-0.00914844,0.00045989867,-0.0012163585,-0.018313196,-0.011113483,-0.018404592,-0.017198779,-0.010048205,-0.013705069,-0.0153414495,-0.01864862,-0.009941686,-0.0074489284
0.035249512642621994,0.007257105,-0.017439298,-0.010175515,-0.017700668,-0.016844232,-0.008357473,-0.013783036,-0.01627643,-0.018386502,-0.007647575,0.0008331471,-0.013260948,0.0003183786,-0.012903981,-0.0127265025,0.0017941226,-0.006319165,-0.0054112747,-0.009291604,0.00047262185,-0.0012254291,-0.01861679,-0.0113036465,-0.018708631,-0.017482076,-0.010216722,-0.0139279645,-0.015591834,-0.018956449,-0.010108668,-0.007568921
